"customer_id","customer_type","state","zip","zip3","customer_sqft","first_purch","last_purch","cases","dollars","cab_franc","cab_sauvignon","malbec","merlot","red_blend","syrah","buyer"
22398,"restaurant","MA",1960,19,3973,17,13,2,1442,0,0,0,1,0,1,0
22399,"restaurant","NJ",8003,80,2320,17,9,1,736,0,0,0,0,1,0,0
22400,"restaurant","NY",11563,115,4505,17,17,1,725,0,0,0,1,0,0,0
22401,"restaurant","NJ",8876,88,3304,17,15,1,718,0,0,0,1,0,0,0
22402,"restaurant","NY",10461,104,3008,17,11,1,730,0,1,0,0,0,0,0
22403,"restaurant","PA",17363,173,3110,17,15,2,1434,0,1,1,0,0,0,0
22404,"bar","PA",18940,189,2061,17,17,1,708,0,1,0,0,0,0,0
22405,"restaurant","MA",2052,20,3098,17,13,2,1426,0,0,0,0,1,1,0
22406,"restaurant","NJ",7032,70,4157,17,13,2,1442,0,0,0,0,1,1,0
22407,"restaurant","CT",6497,64,2615,17,11,1,722,0,0,1,0,0,0,0
22408,"bar","PA",19382,193,4007,17,9,2,1429,0,0,0,0,0,2,0
22409,"restaurant","MD",21224,212,3927,17,13,2,1448,0,1,1,0,0,0,0
22410,"restaurant","DC",20008,200,2553,17,7,3,2195,0,1,1,0,1,0,0
22411,"restaurant","MD",21146,211,4156,17,15,1,708,0,0,0,1,0,0,0
22412,"restaurant","NY",10019,100,3663,17,13,1,711,0,0,0,0,1,0,0
22413,"restaurant","NY",11746,117,2936,17,13,1,718,0,0,0,1,0,0,0
22414,"bar","CT",6831,68,2850,17,11,1,728,0,0,0,0,0,1,0
22415,"restaurant","MA",2537,25,3604,17,17,1,720,0,1,0,0,0,0,0
22416,"restaurant","PA",17023,170,3485,17,13,2,1447,0,0,2,0,0,0,0
22417,"restaurant","MD",21234,212,3303,17,1,7,4999,1,1,2,2,1,0,0
22418,"restaurant","NY",11235,112,4934,17,17,1,732,0,0,0,0,1,0,0
22419,"restaurant","NY",14218,142,3021,17,17,1,733,0,0,0,0,1,0,0
22420,"restaurant","NH",3062,30,2995,17,17,1,735,0,0,0,0,0,1,0
22421,"restaurant","NJ",7746,77,2972,17,15,1,741,0,1,0,0,0,0,0
22422,"restaurant","NY",11598,115,4385,17,5,4,2896,1,0,0,1,1,1,0
22423,"restaurant","MD",20910,209,1750,17,13,2,1424,1,0,0,1,0,0,0
22424,"restaurant","NY",14517,145,2653,17,17,1,709,1,0,0,0,0,0,0
22425,"restaurant","MD",21234,212,2042,17,17,1,712,0,0,0,0,1,0,0
22426,"bar","MD",20901,209,2246,17,7,1,732,0,1,0,0,0,0,0
22427,"bar","NY",14526,145,3545,17,5,5,3585,0,1,2,1,1,0,0
22428,"bar","NY",13903,139,3076,17,13,1,733,1,0,0,0,0,0,0
22429,"restaurant","CT",6111,61,3450,17,13,2,1441,0,1,0,0,1,0,0
22430,"bar","NY",11575,115,2352,17,11,1,724,0,0,1,0,0,0,0
22431,"restaurant","NY",11220,112,3042,17,9,2,1458,0,1,1,0,0,0,0
22432,"restaurant","CT",6851,68,3247,17,15,2,1431,0,0,0,1,1,0,0
22433,"restaurant","NY",12603,126,2158,17,17,1,719,0,0,0,1,0,0,0
22434,"restaurant","NY",11590,115,2941,17,11,1,717,0,0,1,0,0,0,0
22435,"bar","PA",17042,170,3407,17,3,5,3646,3,0,1,1,0,0,0
22436,"restaurant","NY",10541,105,2629,17,13,2,1431,0,1,0,1,0,0,0
22437,"restaurant","MA",2160,21,3153,17,9,2,1457,0,0,0,1,0,1,0
22438,"bar","MA",2632,26,2904,17,9,1,729,0,0,1,0,0,0,0
22439,"restaurant","NY",11581,115,2831,17,17,1,729,0,0,0,1,0,0,0
22440,"bar","NY",11783,117,3726,17,11,1,715,0,0,0,0,1,0,0
22441,"restaurant","MA",2176,21,3299,17,15,2,1442,0,0,1,0,1,0,0
22442,"bar","PA",17078,170,2757,17,11,2,1441,1,0,1,0,0,0,0
22443,"restaurant","NJ",7728,77,2368,17,9,2,1425,0,0,0,0,2,0,0
22444,"restaurant","NY",11004,110,3067,17,9,1,743,0,0,0,0,1,0,0
22445,"bar","RI",2889,28,3669,17,15,1,719,0,1,0,0,0,0,0
22446,"bar","NY",11209,112,4304,17,11,2,1465,0,0,1,0,1,0,0
22447,"restaurant","NY",11559,115,3742,17,13,2,1446,1,0,0,1,0,0,0
22448,"restaurant","NJ",7631,76,3782,17,9,2,1481,0,1,0,1,0,0,0
22449,"restaurant","PA",19454,194,2859,17,5,2,1493,1,0,0,1,0,0,0
22450,"restaurant","NJ",7055,70,3034,17,15,2,1410,0,0,0,0,1,1,0
22451,"restaurant","VT",5855,58,1984,17,17,1,730,0,1,0,0,0,0,0
22452,"restaurant","NJ",8876,88,3011,17,17,1,719,0,0,0,0,1,0,0
22453,"restaurant","PA",19152,191,3720,17,17,1,703,1,0,0,0,0,0,0
22454,"restaurant","MD",20854,208,3482,17,3,3,2154,1,1,0,0,0,1,0
22455,"restaurant","PA",19111,191,3816,17,13,1,722,1,0,0,0,0,0,0
22456,"restaurant","NY",10021,100,4422,17,11,2,1453,0,1,0,0,0,1,0
22457,"restaurant","NY",11357,113,5510,17,13,2,1418,0,1,0,0,1,0,0
22458,"bar","PA",19115,191,2130,17,17,1,724,0,1,0,0,0,0,0
22459,"restaurant","CT",6026,60,2852,17,1,2,1451,1,1,0,0,0,0,0
22460,"restaurant","NJ",8724,87,3785,17,17,1,724,0,0,0,1,0,0,0
22461,"restaurant","NJ",7407,74,2789,17,11,2,1495,0,1,0,1,0,0,0
22462,"bar","NY",11510,115,2816,17,15,2,1449,1,0,0,0,1,0,0
22463,"restaurant","NJ",7452,74,2111,17,15,1,709,0,0,0,0,1,0,0
22464,"restaurant","NJ",7746,77,2943,17,15,1,729,0,0,1,0,0,0,0
22465,"restaurant","PA",19026,190,2759,17,11,2,1450,0,1,1,0,0,0,0
22466,"bar","PA",18324,183,3065,17,13,2,1429,1,0,0,1,0,0,0
22467,"restaurant","NY",11563,115,2853,17,11,2,1456,1,0,0,1,0,0,0
22468,"bar","PA",19014,190,2683,17,11,2,1454,0,1,0,1,0,0,0
22469,"bar","CT",6451,64,2908,17,3,4,2870,1,0,1,1,1,0,0
22470,"restaurant","NY",10548,105,3122,17,11,1,707,0,0,1,0,0,0,0
22471,"restaurant","PA",17901,179,2344,17,15,2,1474,0,0,0,1,0,1,0
22472,"bar","NY",11580,115,2649,17,17,1,713,0,1,0,0,0,0,0
22473,"restaurant","MD",21206,212,3385,17,13,2,1439,1,1,0,0,0,0,0
22474,"restaurant","NY",14222,142,3004,17,13,2,1433,0,0,1,1,0,0,0
22475,"restaurant","MD",21045,210,2729,17,9,2,1436,0,1,1,0,0,0,0
22476,"restaurant","NJ",7480,74,2867,17,13,2,1448,0,0,0,2,0,0,0
22477,"restaurant","MD",20748,207,3276,17,17,1,724,0,0,1,0,0,0,0
22478,"bar","NY",13492,134,2644,17,11,2,1431,0,1,1,0,0,0,0
22479,"restaurant","MD",20902,209,2591,17,13,2,1408,0,0,2,0,0,0,0
22480,"restaurant","NY",12208,122,3086,17,5,3,2157,1,0,0,2,0,0,0
22481,"restaurant","MD",21204,212,2454,17,17,1,714,0,0,0,1,0,0,0
22482,"restaurant","MD",21030,210,2661,17,17,1,721,0,1,0,0,0,0,0
22483,"bar","MA",2193,21,2308,17,9,3,2190,1,1,0,0,0,1,0
22484,"bar","NY",10463,104,3071,17,1,5,3609,2,0,1,1,1,0,0
22485,"restaurant","PA",19460,194,2428,17,9,1,711,0,1,0,0,0,0,0
22486,"restaurant","MA",1876,18,3145,17,13,1,722,1,0,0,0,0,0,0
22487,"bar","NY",11203,112,3177,17,5,3,2148,0,1,0,2,0,0,0
22488,"restaurant","NY",11735,117,2897,17,9,1,705,0,0,0,0,1,0,0
22489,"restaurant","NY",11374,113,3117,17,9,1,730,0,0,0,1,0,0,0
22490,"bar","PA",19446,194,3109,17,17,1,723,0,0,0,0,1,0,0
22491,"restaurant","MA",1845,18,2672,17,9,1,719,0,0,0,1,0,0,0
22492,"restaurant","MD",21206,212,3394,17,11,2,1468,0,1,1,0,0,0,0
22493,"restaurant","NY",10989,109,2889,17,9,2,1461,0,0,1,1,0,0,0
22494,"restaurant","NJ",7001,70,2913,17,3,5,3595,1,1,0,2,0,1,0
22495,"bar","NY",13021,130,3008,17,11,2,1466,1,1,0,0,0,0,0
22496,"restaurant","PA",19335,193,2900,17,15,2,1425,1,0,0,0,0,1,0
22497,"restaurant","MA",2115,21,4734,17,1,3,2152,2,0,0,0,1,0,0
22498,"restaurant","NY",10012,100,3948,17,17,1,733,0,0,1,0,0,0,0
22499,"bar","NH",3049,30,2884,17,15,2,1407,1,0,1,0,0,0,0
22500,"restaurant","NY",10549,105,3407,17,15,1,724,0,0,0,1,0,0,0
22501,"restaurant","NY",11414,114,3360,17,13,1,712,0,0,0,0,1,0,0
22502,"restaurant","NJ",7444,74,2959,17,15,1,715,0,0,0,1,0,0,0
22503,"restaurant","NY",14226,142,2427,17,17,1,710,0,0,0,0,1,0,0
22504,"restaurant","NJ",7407,74,3238,17,17,1,715,0,0,0,0,1,0,0
22505,"restaurant","PA",18034,180,3447,17,13,1,725,1,0,0,0,0,0,0
22506,"bar","NY",10462,104,3219,17,11,2,1451,1,0,0,1,0,0,0
22507,"restaurant","NY",10167,101,2917,17,9,1,732,1,0,0,0,0,0,0
22508,"restaurant","NJ",8628,86,2125,17,11,2,1447,0,1,1,0,0,0,0
22509,"restaurant","PA",17349,173,2775,17,17,1,702,0,0,0,0,0,1,0
22510,"restaurant","NY",10021,100,2669,17,13,2,1435,0,0,0,2,0,0,0
22511,"bar","NH",3110,31,2949,17,17,1,692,0,0,0,1,0,0,0
22512,"restaurant","NY",10570,105,2333,17,15,2,1437,0,0,1,1,0,0,0
22513,"restaurant","MA",2032,20,2847,17,5,1,716,1,0,0,0,0,0,0
22514,"restaurant","CT",6902,69,2942,17,11,1,733,0,0,0,0,0,1,0
22515,"restaurant","NJ",7109,71,3198,17,11,1,730,0,0,0,1,0,0,0
22516,"restaurant","DE",19940,199,3303,17,17,1,739,0,0,1,0,0,0,0
22517,"bar","NY",10509,105,3302,17,11,1,724,0,0,0,0,1,0,0
22518,"bar","NY",12443,124,2543,17,11,1,709,0,0,0,1,0,0,0
22519,"restaurant","MA",2174,21,3031,17,11,1,736,0,0,0,0,1,0,0
22520,"bar","CT",6071,60,3100,17,15,1,731,0,0,1,0,0,0,0
22521,"restaurant","MD",20905,209,2792,17,9,1,717,1,0,0,0,0,0,0
22522,"restaurant","CT",6811,68,3007,17,13,2,1465,0,1,0,0,1,0,0
22523,"bar","NJ",8610,86,3336,17,5,1,738,0,0,0,1,0,0,0
22524,"restaurant","MA",2131,21,2904,17,11,2,1430,0,2,0,0,0,0,0
22525,"bar","NJ",8046,80,2614,17,13,1,705,0,0,0,1,0,0,0
22526,"restaurant","NJ",8005,80,3458,17,11,2,1454,0,0,1,0,1,0,0
22527,"restaurant","NJ",7202,72,3768,17,17,1,725,0,0,0,0,1,0,0
22528,"restaurant","PA",17325,173,3968,17,13,2,1449,0,1,0,0,1,0,0
22529,"restaurant","NJ",8226,82,2825,17,17,1,729,0,0,0,1,0,0,0
22530,"bar","NJ",7960,79,2712,17,5,4,2901,0,1,1,1,1,0,0
22531,"bar","NY",10010,100,2745,17,11,1,719,0,1,0,0,0,0,0
22532,"restaurant","MD",21209,212,3566,17,9,2,1424,1,0,0,1,0,0,0
22533,"restaurant","NY",10303,103,3097,17,17,1,716,0,0,0,0,1,0,0
22534,"restaurant","PA",16505,165,2872,17,15,2,1449,0,1,1,0,0,0,0
22535,"bar","NY",14219,142,2156,17,7,4,2827,0,1,2,0,1,0,0
22536,"restaurant","NY",11436,114,2390,17,11,2,1441,0,1,0,1,0,0,0
22537,"restaurant","PA",19136,191,3193,17,1,2,1447,0,0,1,1,0,0,0
22538,"bar","CT",6333,63,3271,17,15,2,1417,0,0,0,2,0,0,0
22539,"restaurant","NY",11216,112,2504,17,11,1,743,0,0,0,0,1,0,0
22540,"restaurant","MD",20657,206,2492,17,11,2,1439,1,0,1,0,0,0,0
22541,"bar","NJ",7005,70,3000,17,7,4,2866,0,1,1,2,0,0,0
22542,"restaurant","NJ",8534,85,2843,17,11,2,1450,1,0,1,0,0,0,0
22543,"restaurant","CT",6109,61,2115,17,17,1,723,0,0,0,1,0,0,0
22544,"restaurant","NJ",7032,70,2942,17,17,1,711,1,0,0,0,0,0,0
22545,"restaurant","NY",11747,117,1895,17,17,1,721,0,1,0,0,0,0,0
22546,"restaurant","DC",20024,200,3012,17,13,1,725,0,0,0,1,0,0,0
22547,"bar","MD",21152,211,2638,17,9,1,713,0,1,0,0,0,0,0
22548,"restaurant","MD",21209,212,2864,17,13,2,1471,1,0,0,1,0,0,0
22549,"restaurant","NY",10475,104,2998,17,11,2,1412,1,0,0,1,0,0,0
22550,"bar","MD",21214,212,3152,17,9,2,1436,1,0,0,1,0,0,0
22551,"restaurant","NJ",8520,85,3166,17,17,1,741,0,0,0,0,1,0,0
22552,"restaurant","NY",14223,142,3296,17,15,1,718,0,0,0,0,1,0,0
22553,"restaurant","MD",20817,208,2475,17,17,1,720,0,0,0,1,0,0,0
22554,"restaurant","NJ",7054,70,2867,17,15,2,1437,0,1,0,1,0,0,0
22555,"bar","NJ",7059,70,2359,17,15,1,696,0,0,1,0,0,0,0
22556,"restaurant","NJ",8098,80,1707,17,13,2,1449,0,0,0,0,1,1,0
22557,"restaurant","NY",10039,100,3532,17,17,1,740,0,1,0,0,0,0,0
22558,"restaurant","NY",11520,115,2171,17,11,2,1482,1,0,0,1,0,0,0
22559,"bar","NY",10009,100,3547,17,15,2,1431,0,1,0,0,0,1,0
22560,"restaurant","CT",6320,63,1847,17,5,4,2884,1,0,0,2,0,1,0
22561,"restaurant","NY",10038,100,4624,17,17,1,715,1,0,0,0,0,0,0
22562,"restaurant","NJ",8518,85,2577,17,11,1,715,0,0,0,0,1,0,0
22563,"restaurant","NJ",7065,70,2543,17,1,2,1440,0,0,0,1,1,0,0
22564,"bar","NY",11803,118,2985,17,1,3,2171,0,0,1,2,0,0,0
22565,"restaurant","MA",2161,21,2899,17,9,3,2114,0,0,0,3,0,0,0
22566,"restaurant","CT",6488,64,4636,17,9,1,721,0,0,0,0,1,0,0
22567,"bar","PA",19014,190,3260,17,9,2,1417,0,0,0,2,0,0,0
22568,"restaurant","MA",2170,21,2497,17,11,1,731,0,0,0,0,1,0,0
22569,"bar","NY",12208,122,4373,17,9,1,709,1,0,0,0,0,0,0
22570,"restaurant","NY",10570,105,3629,17,13,2,1462,0,0,0,1,1,0,0
22571,"bar","NJ",8854,88,2546,17,11,2,1471,1,0,1,0,0,0,0
22572,"restaurant","PA",19120,191,2996,17,13,1,728,0,1,0,0,0,0,0
22573,"bar","NY",11203,112,2547,17,13,1,729,1,0,0,0,0,0,0
22574,"restaurant","VT",5301,53,2246,17,5,4,2815,1,0,0,2,0,1,0
22575,"restaurant","NY",10704,107,2602,17,15,1,711,0,1,0,0,0,0,0
22576,"bar","NJ",7728,77,3295,17,9,2,1435,0,0,0,1,0,1,0
22577,"bar","NJ",7737,77,2883,17,15,1,725,1,0,0,0,0,0,0
22578,"bar","DE",19711,197,3076,17,15,2,1458,0,0,0,2,0,0,0
22579,"bar","NY",11205,112,2987,17,11,2,1454,1,0,1,0,0,0,0
22580,"restaurant","NY",11572,115,3079,17,11,2,1469,0,1,0,1,0,0,0
22581,"restaurant","NY",11362,113,3201,17,11,2,1421,0,0,0,0,1,1,0
22582,"bar","NY",11779,117,4430,17,3,5,3624,0,1,0,2,1,1,0
22583,"bar","DE",19707,197,2949,17,11,2,1434,0,1,1,0,0,0,0
22584,"bar","NJ",8077,80,2847,17,11,3,2195,0,0,0,1,1,1,0
22585,"restaurant","MD",21217,212,3522,17,17,1,718,0,0,0,0,1,0,0
22586,"restaurant","MD",20783,207,2800,17,9,3,2138,0,1,2,0,0,0,0
22587,"bar","MD",21228,212,2963,17,17,1,725,0,0,0,0,1,0,0
22588,"bar","DC",20037,200,2707,17,15,2,1417,0,1,1,0,0,0,0
22589,"restaurant","MA",1033,10,3263,17,15,2,1457,0,1,0,1,0,0,0
22590,"restaurant","NJ",8833,88,2243,17,9,1,701,0,0,0,0,1,0,0
22591,"bar","NY",11374,113,1928,17,13,1,708,0,0,1,0,0,0,0
22592,"restaurant","PA",18603,186,3072,17,15,1,725,0,0,0,0,1,0,0
22593,"bar","PA",19401,194,2475,17,1,6,4324,0,2,0,4,0,0,0
22594,"bar","PA",15243,152,2765,17,7,2,1427,0,1,0,0,0,1,0
22595,"bar","NY",11694,116,3932,17,13,2,1442,0,1,0,1,0,0,0
22596,"bar","PA",19406,194,3855,17,9,2,1445,0,0,1,0,1,0,0
22597,"restaurant","PA",17603,176,2872,17,11,2,1444,0,0,2,0,0,0,0
22598,"restaurant","NY",11772,117,3538,17,11,2,1436,1,0,1,0,0,0,0
22599,"bar","NJ",7834,78,3620,17,15,2,1430,1,0,0,1,0,0,0
22600,"restaurant","NY",11694,116,2940,17,9,1,715,1,0,0,0,0,0,0
22601,"restaurant","NY",12306,123,2682,17,11,1,723,0,0,0,1,0,0,0
22602,"bar","NY",10710,107,1920,17,15,2,1430,0,0,0,1,0,1,0
22603,"bar","NY",12534,125,2545,17,7,2,1440,0,0,0,1,1,0,0
22604,"restaurant","CT",6460,64,3441,17,11,2,1465,0,0,2,0,0,0,0
22605,"restaurant","NY",11021,110,3299,17,9,2,1438,1,0,0,0,0,1,0
22606,"restaurant","NJ",7093,70,2107,17,9,1,692,0,0,0,1,0,0,0
22607,"restaurant","NY",12603,126,2537,17,11,2,1418,1,0,0,0,1,0,0
22608,"restaurant","MA",1020,10,3025,17,11,2,1411,1,0,1,0,0,0,0
22609,"restaurant","PA",15221,152,3236,17,11,2,1457,0,0,0,1,1,0,0
22610,"restaurant","NY",11746,117,2787,17,11,1,725,0,1,0,0,0,0,0
22611,"bar","PA",19320,193,2919,17,11,2,1457,0,1,1,0,0,0,0
22612,"restaurant","NY",14619,146,3166,17,11,2,1474,1,0,0,1,0,0,0
22613,"restaurant","PA",17201,172,3831,17,9,1,734,0,1,0,0,0,0,0
22614,"restaurant","MD",20601,206,2296,17,5,3,2131,1,1,0,1,0,0,0
22615,"restaurant","NY",11720,117,3884,17,17,1,724,0,0,0,0,0,1,0
22616,"bar","NJ",7728,77,4001,17,13,1,708,0,0,1,0,0,0,0
22617,"restaurant","MA",2745,27,4499,17,11,1,737,0,0,0,1,0,0,0
22618,"bar","PA",19067,190,2782,17,5,4,2929,0,1,2,0,0,1,0
22619,"restaurant","MD",21157,211,2878,17,11,2,1443,0,1,0,1,0,0,0
22620,"restaurant","NJ",8244,82,3375,17,13,2,1438,0,0,1,1,0,0,0
22621,"restaurant","NY",11758,117,3202,17,13,2,1440,1,0,0,0,1,0,0
22622,"restaurant","NJ",7874,78,2336,17,17,1,717,0,0,0,0,1,0,0
22623,"restaurant","NY",10471,104,3736,17,11,1,721,0,0,0,0,1,0,0
22624,"restaurant","PA",19053,190,4036,17,17,1,712,0,0,0,0,1,0,0
22625,"bar","NY",11234,112,2493,17,9,3,2182,0,1,1,1,0,0,0
22626,"restaurant","NJ",8846,88,2277,17,17,1,733,1,0,0,0,0,0,0
22627,"restaurant","PA",18042,180,2798,17,9,1,727,1,0,0,0,0,0,0
22628,"restaurant","NJ",7760,77,3200,17,13,1,748,0,1,0,0,0,0,0
22629,"restaurant","VT",5352,53,3570,17,11,2,1406,0,0,0,2,0,0,0
22630,"restaurant","NJ",8108,81,3420,17,11,2,1443,0,0,1,0,1,0,0
22631,"restaurant","MA",1027,10,3021,17,13,2,1462,0,0,0,2,0,0,0
22632,"restaurant","NJ",8559,85,2794,17,9,2,1450,0,0,1,0,0,1,0
22633,"restaurant","NY",10023,100,2958,17,17,1,724,0,0,0,1,0,0,0
22634,"bar","NJ",7045,70,3035,17,9,2,1457,0,1,0,0,0,1,0
22635,"bar","MA",1550,15,3388,17,17,1,698,0,0,0,0,0,1,0
22636,"restaurant","NJ",7825,78,3030,17,5,4,2905,0,2,0,1,0,1,0
22637,"restaurant","NY",10003,100,3267,17,13,2,1447,1,0,1,0,0,0,0
22638,"restaurant","NJ",7047,70,2058,17,9,3,2148,0,0,2,1,0,0,0
22639,"restaurant","NY",14624,146,2927,17,11,1,735,0,0,0,0,0,1,0
22640,"bar","NY",10023,100,3427,17,3,6,4315,2,0,0,2,0,2,0
22641,"restaurant","NY",11746,117,2662,17,11,2,1473,0,0,1,1,0,0,0
22642,"restaurant","NJ",7204,72,3569,17,13,2,1435,1,0,0,0,1,0,0
22643,"bar","NY",11236,112,2549,17,17,1,732,0,1,0,0,0,0,0
22644,"restaurant","NY",14767,147,3185,17,15,2,1425,0,1,0,1,0,0,0
22645,"restaurant","NY",11412,114,2819,17,11,2,1445,0,0,0,1,0,1,0
22646,"bar","NJ",7087,70,2601,17,13,1,707,0,0,0,0,1,0,0
22647,"restaurant","NJ",7751,77,1986,17,1,5,3658,2,1,0,1,0,1,0
22648,"bar","NY",14223,142,2779,17,11,1,727,0,0,0,0,1,0,0
22649,"restaurant","MA",2021,20,3696,17,13,1,732,0,0,0,0,1,0,0
22650,"restaurant","DE",19703,197,3784,17,9,2,1452,0,0,1,1,0,0,0
22651,"restaurant","CT",6497,64,4099,17,13,1,738,1,0,0,0,0,0,0
22652,"restaurant","MD",20662,206,3995,17,9,2,1456,0,0,0,1,0,1,0
22653,"restaurant","NH",3300,33,1776,17,9,2,1410,2,0,0,0,0,0,0
22654,"restaurant","PA",19154,191,2705,17,13,2,1462,0,0,0,1,1,0,0
22655,"restaurant","MA",1930,19,3619,17,15,1,736,0,1,0,0,0,0,0
22656,"restaurant","NH",3820,38,3636,17,15,1,716,0,0,0,0,1,0,0
22657,"restaurant","NJ",7035,70,1764,17,13,2,1459,0,0,1,1,0,0,0
22658,"restaurant","NY",10025,100,2520,17,3,2,1468,0,0,1,0,0,1,0
22659,"bar","MD",21204,212,3482,17,17,1,725,0,0,0,1,0,0,0
22660,"bar","MA",1104,11,3084,17,15,1,700,0,1,0,0,0,0,0
22661,"bar","NY",11706,117,2881,17,13,2,1441,0,0,0,1,1,0,0
22662,"restaurant","CT",6907,69,3674,17,13,1,721,0,1,0,0,0,0,0
22663,"restaurant","MD",21234,212,2286,17,9,1,709,1,0,0,0,0,0,0
22664,"restaurant","CT",6053,60,2896,17,13,1,720,0,0,0,0,1,0,0
22665,"bar","NY",11369,113,3098,17,15,2,1431,1,0,0,1,0,0,0
22666,"restaurant","PA",19382,193,2072,17,17,1,733,1,0,0,0,0,0,0
22667,"restaurant","CT",6783,67,2730,17,17,1,721,0,1,0,0,0,0,0
22668,"restaurant","NJ",8618,86,3747,17,9,1,718,0,0,1,0,0,0,0
22669,"restaurant","NJ",8889,88,2932,17,15,2,1457,0,1,0,0,1,0,0
22670,"restaurant","NY",11753,117,3322,17,11,1,717,1,0,0,0,0,0,0
22671,"bar","NY",11772,117,2605,17,11,1,722,0,0,0,1,0,0,0
22672,"restaurant","DE",19703,197,2888,17,17,1,710,0,0,0,0,1,0,0
22673,"restaurant","NJ",7110,71,2841,17,17,1,718,0,0,0,0,0,1,0
22674,"restaurant","CT",6437,64,2750,17,15,1,733,1,0,0,0,0,0,0
22675,"restaurant","MA",1760,17,3169,17,9,2,1409,1,0,0,1,0,0,0
22676,"restaurant","PA",17565,175,2463,17,15,2,1416,1,0,1,0,0,0,0
22677,"bar","NJ",8753,87,2935,17,15,1,728,0,0,0,0,0,1,0
22678,"restaurant","MA",1101,11,2549,17,13,2,1425,0,0,2,0,0,0,0
22679,"restaurant","MD",21209,212,3488,17,13,2,1477,0,1,1,0,0,0,0
22680,"bar","NJ",7652,76,3044,17,5,4,2861,0,1,0,2,1,0,0
22681,"bar","NY",11050,110,4794,17,11,2,1453,0,0,0,1,1,0,0
22682,"restaurant","PA",15322,153,1960,17,9,2,1434,1,1,0,0,0,0,0
22683,"bar","NY",14701,147,3631,17,9,1,734,0,0,1,0,0,0,0
22684,"bar","NY",11554,115,3270,17,9,2,1415,0,0,0,2,0,0,0
22685,"restaurant","ME",4918,49,3825,17,17,1,701,0,0,0,1,0,0,0
22686,"restaurant","ME",4345,43,2939,17,13,2,1441,0,1,0,1,0,0,0
22687,"restaurant","PA",16803,168,2269,17,11,1,713,0,0,0,1,0,0,0
22688,"restaurant","MD",21133,211,2640,17,11,1,722,0,0,1,0,0,0,0
22689,"restaurant","CT",6226,62,2182,17,17,1,734,0,0,0,0,1,0,0
22690,"restaurant","NY",11957,119,3907,17,11,2,1432,1,0,0,0,1,0,0
22691,"restaurant","NJ",7645,76,1913,17,17,1,731,0,0,0,0,1,0,0
22692,"restaurant","PA",19083,190,2634,17,15,1,731,0,1,0,0,0,0,0
22693,"bar","NY",10024,100,3648,17,9,2,1420,0,0,0,1,1,0,0
22694,"bar","PA",19083,190,2784,17,13,2,1388,1,0,1,0,0,0,0
22695,"bar","NJ",8034,80,2429,17,9,1,734,0,0,0,0,1,0,0
22696,"restaurant","PA",15213,152,3426,17,11,2,1446,1,0,0,1,0,0,0
22697,"bar","NY",11754,117,2630,17,13,1,715,0,0,0,1,0,0,0
22698,"bar","NY",10451,104,2794,17,11,2,1453,0,0,0,2,0,0,0
22699,"restaurant","NY",12302,123,3123,17,17,1,718,0,0,0,0,0,1,0
22700,"restaurant","NY",11371,113,2829,17,11,1,737,0,0,0,0,1,0,0
22701,"bar","NJ",8071,80,4074,17,9,2,1420,1,0,0,0,0,1,0
22702,"restaurant","NJ",7874,78,2983,17,17,1,725,0,0,0,1,0,0,0
22703,"restaurant","NJ",8817,88,3257,17,15,2,1436,0,1,0,0,0,1,0
22704,"restaurant","PA",19118,191,3088,17,17,1,750,0,0,0,1,0,0,0
22705,"restaurant","NJ",7083,70,2876,17,9,1,715,0,0,0,0,0,1,0
22706,"restaurant","NJ",7305,73,3983,17,15,2,1413,0,1,1,0,0,0,0
22707,"restaurant","NY",10704,107,3167,17,15,2,1437,2,0,0,0,0,0,0
22708,"restaurant","NJ",8512,85,3448,17,13,1,723,0,0,0,1,0,0,0
22709,"restaurant","PA",15071,150,2747,17,17,1,725,0,0,0,0,1,0,0
22710,"restaurant","PA",19135,191,3114,17,17,1,719,1,0,0,0,0,0,0
22711,"restaurant","NH",3867,38,2442,17,17,1,722,0,0,0,0,1,0,0
22712,"bar","DE",19720,197,3314,17,9,2,1452,0,0,0,1,1,0,0
22713,"bar","MA",2718,27,2593,17,15,2,1433,0,0,0,1,1,0,0
22714,"restaurant","MD",20905,209,3018,17,13,2,1450,0,0,1,1,0,0,0
22715,"restaurant","MD",21230,212,2371,17,13,2,1461,0,0,0,1,0,1,0
22716,"restaurant","PA",19057,190,2571,17,11,2,1444,0,0,0,0,1,1,0
22717,"restaurant","NY",10314,103,4574,17,13,1,720,0,0,0,0,0,1,0
22718,"restaurant","NY",11218,112,3257,17,1,2,1405,0,1,0,1,0,0,0
22719,"bar","MA",2360,23,2855,17,9,1,725,0,0,0,1,0,0,0
22720,"bar","MD",21208,212,3440,17,9,2,1433,1,1,0,0,0,0,0
22721,"bar","NJ",8109,81,3015,17,15,2,1441,0,1,0,0,0,1,0
22722,"bar","NJ",8360,83,3993,17,9,3,2142,0,0,0,3,0,0,0
22723,"bar","NY",11360,113,2975,17,15,2,1443,1,0,0,1,0,0,0
22724,"restaurant","NY",13406,134,4217,17,11,1,717,0,0,1,0,0,0,0
22725,"bar","NY",10016,100,3900,17,1,3,2168,0,1,0,1,1,0,0
22726,"bar","MA",1451,14,2851,17,9,1,706,0,0,0,1,0,0,0
22727,"restaurant","NJ",8865,88,2163,17,7,3,2115,0,2,0,0,1,0,0
